Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"Hora = Fecha.format(""hh_mm_ss"")",Chrome 104.0.5112.81,,,2022-08-17 19:30:33,2022-08-17 19:30:33,"0,000s",PASSED
robot = new java.awt.Robot(),Chrome 104.0.5112.81,,,2022-08-17 19:30:33,2022-08-17 19:30:33,"0,001s",PASSED
subPopupPreCarro = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 104.0.5112.81,,,2022-08-17 19:30:33,2022-08-17 19:30:33,"0,000s",PASSED
textoPreCarro = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 104.0.5112.81,,,2022-08-17 19:30:33,2022-08-17 19:30:33,"0,000s",PASSED
"if (verifyElementPresent(findTestObject(""01 - Login/Page_falabellacom  Todo lo que necesitas en_591ae0/div_Logo_Falabella""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 19:30:33,2022-08-17 19:30:33,"0,128s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/02 - PopUp articulo carrito/Page_Falabella_EnvioGratis/a_GIORGIO ARMANI""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 19:30:33,2022-08-17 19:30:33,"0,138s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/03 - AgregarAlCarro/Page_popup_agregar_carro/button_Agregar al Carro""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 19:30:33,2022-08-17 19:30:33,"0,298s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/03 - AgregarAlCarro/Page_popup_agregar_carro/span_Popup_GIORGIO ARMANI""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 19:30:33,2022-08-17 19:30:35,"1,976s",PASSED
"Assert.assertEquals(textoPreCarro, subPopupPreCarro)",Chrome 104.0.5112.81,,,2022-08-17 19:30:35,2022-08-17 19:30:35,"0,000s",PASSED
,,,,,,,
Test Cases/inicioSesion/04 - Revision carrito,Chrome 104.0.5112.81,,,2022-08-17 19:30:35,2022-08-17 19:30:42,"6,449s",PASSED
Fecha = new java.util.Date(),Chrome 104.0.5112.81,,,2022-08-17 19:30:36,2022-08-17 19:30:36,"0,001s",PASSED
"Dia = Fecha.format(""dd_MM_yy"")",Chrome 104.0.5112.81,,,2022-08-17 19:30:36,2022-08-17 19:30:36,"0,001s",PASSED
"Hora = Fecha.format(""hh_mm_ss"")",Chrome 104.0.5112.81,,,2022-08-17 19:30:36,2022-08-17 19:30:36,"0,000s",PASSED
robot = new java.awt.Robot(),Chrome 104.0.5112.81,,,2022-08-17 19:30:36,2022-08-17 19:30:36,"0,001s",PASSED
NumArticuloPopUp = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 104.0.5112.81,,,2022-08-17 19:30:36,2022-08-17 19:30:36,"0,000s",PASSED
NumArticuloCarrito = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 104.0.5112.81,,,2022-08-17 19:30:36,2022-08-17 19:30:36,"0,000s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/04 - Revision carrito/Page_Revision carrito/span_CodProdPopUp""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 19:30:36,2022-08-17 19:30:36,"0,180s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/03 - AgregarAlCarro/Page_popup_agregar_carro/button_popup_Seguir comprando""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 19:30:36,2022-08-17 19:30:36,"0,464s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/01 - Login/Page_falabellacom  Todo lo que necesitas en_591ae0/div_Logo_Falabella""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 19:30:36,2022-08-17 19:30:39,"2,514s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/04 - Revision carrito/Page_Revision carrito/i_CarroCompras""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 19:30:39,2022-08-17 19:30:42,"2,771s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/04 - Revision carrito/Page_Revision carrito/span_CodProd_Carrito""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 19:30:42,2022-08-17 19:30:42,"0,164s",PASSED
