Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
subPopupPreCarro = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 104.0.5112.81,,,2022-08-17 20:29:01,2022-08-17 20:29:01,"0,001s",PASSED
textoPreCarro = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 104.0.5112.81,,,2022-08-17 20:29:01,2022-08-17 20:29:01,"0,000s",PASSED
"if (verifyElementPresent(findTestObject(""01 - Login/Page_falabellacom  Todo lo que necesitas en_591ae0/div_Logo_Falabella""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:01,2022-08-17 20:29:01,"0,077s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/02 - PopUp articulo carrito/Page_Falabella_EnvioGratis/a_GIORGIO ARMANI""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:01,2022-08-17 20:29:02,"0,136s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/03 - AgregarAlCarro/Page_popup_agregar_carro/button_Agregar al Carro""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:02,2022-08-17 20:29:02,"0,217s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/03 - AgregarAlCarro/Page_popup_agregar_carro/span_Popup_GIORGIO ARMANI""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:02,2022-08-17 20:29:03,"1,707s",PASSED
"Assert.assertEquals(textoPreCarro, subPopupPreCarro)",Chrome 104.0.5112.81,,,2022-08-17 20:29:03,2022-08-17 20:29:03,"0,000s",PASSED
,,,,,,,
Test Cases/inicioSesion/04 - Revision carrito,Chrome 104.0.5112.81,,,2022-08-17 20:29:03,2022-08-17 20:29:10,"7,029s",PASSED
Fecha = new java.util.Date(),Chrome 104.0.5112.81,,,2022-08-17 20:29:04,2022-08-17 20:29:04,"0,000s",PASSED
"Dia = Fecha.format(""dd_MM_yy"")",Chrome 104.0.5112.81,,,2022-08-17 20:29:04,2022-08-17 20:29:04,"0,000s",PASSED
"Hora = Fecha.format(""hh_mm_ss"")",Chrome 104.0.5112.81,,,2022-08-17 20:29:04,2022-08-17 20:29:04,"0,001s",PASSED
robot = new java.awt.Robot(),Chrome 104.0.5112.81,,,2022-08-17 20:29:04,2022-08-17 20:29:04,"0,002s",PASSED
NumArticuloPopUp = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 104.0.5112.81,,,2022-08-17 20:29:04,2022-08-17 20:29:04,"0,000s",PASSED
NumArticuloCarrito = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 104.0.5112.81,,,2022-08-17 20:29:04,2022-08-17 20:29:04,"0,001s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/04 - Revision carrito/Page_Revision carrito/span_CodProdPopUp""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:04,2022-08-17 20:29:04,"0,159s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/03 - AgregarAlCarro/Page_popup_agregar_carro/button_popup_Seguir comprando""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:04,2022-08-17 20:29:04,"0,454s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/01 - Login/Page_falabellacom  Todo lo que necesitas en_591ae0/div_Logo_Falabella""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:04,2022-08-17 20:29:07,"2,584s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/04 - Revision carrito/Page_Revision carrito/i_CarroCompras""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:07,2022-08-17 20:29:10,"2,680s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/04 - Revision carrito/Page_Revision carrito/span_CodProd_Carrito""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:10,2022-08-17 20:29:10,"0,833s",PASSED
,,,,,,,
Test Cases/inicioSesion/05 - Continuar con la compra,Chrome 104.0.5112.81,,,2022-08-17 20:29:10,2022-08-17 20:29:25,"14,289s",FAILED
Fecha = new java.util.Date(),Chrome 104.0.5112.81,,,2022-08-17 20:29:11,2022-08-17 20:29:11,"0,001s",PASSED
"Dia = Fecha.format(""dd_MM_yy"")",Chrome 104.0.5112.81,,,2022-08-17 20:29:11,2022-08-17 20:29:11,"0,000s",PASSED
"Hora = Fecha.format(""hh_mm_ss"")",Chrome 104.0.5112.81,,,2022-08-17 20:29:11,2022-08-17 20:29:11,"0,000s",PASSED
robot = new java.awt.Robot(),Chrome 104.0.5112.81,,,2022-08-17 20:29:11,2022-08-17 20:29:11,"0,000s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/05 - Continuar con la compra/Page_Falabellacom/button_ContinuarCompraCarrito""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:11,2022-08-17 20:29:14,"3,019s",PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/05 - Continuar con la compra/Page_Falabellacom/input_Correo""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:14,2022-08-17 20:29:16,"1,740s",PASSED
delay(3),Chrome 104.0.5112.81,,,2022-08-17 20:29:16,2022-08-17 20:29:19,"3,027s",PASSED
"if (verifyElementPresent(findTestObject(""05 - Continuar con la compra/Page_Falabellacom/input_Popup_Calle""), 2, OPTIONAL))",Chrome 104.0.5112.81,,,2022-08-17 20:29:19,2022-08-17 20:29:25,"6,167s",PASSED
